7.510000 , 2.880000 , 13.220000 , 0.134000 , -0.427000 , -0.069000
7.460000 , 2.970000 , 13.260000 , 0.138000 , -0.425000 , -0.071000
7.580000 , 2.980000 , 13.340000 , 0.139000 , -0.421000 , -0.071000
7.590000 , 3.030000 , 13.260000 , 0.138000 , -0.425000 , -0.070000
7.480000 , 3.030000 , 13.340000 , 0.139000 , -0.430000 , -0.069000
7.580000 , 2.930000 , 13.400000 , 0.138000 , -0.418000 , -0.070000
7.590000 , 2.880000 , 13.340000 , 0.137000 , -0.418000 , -0.070000
7.540000 , 2.950000 , 13.390000 , 0.137000 , -0.425000 , -0.069000
7.550000 , 2.970000 , 13.440000 , 0.140000 , -0.427000 , -0.069000
7.580000 , 2.920000 , 13.510000 , 0.141000 , -0.425000 , -0.069000
7.480000 , 2.900000 , 13.360000 , 0.137000 , -0.426000 , -0.069000
7.400000 , 2.910000 , 13.620000 , 0.139000 , -0.428000 , -0.069000
7.600000 , 2.930000 , 13.250000 , 0.136000 , -0.420000 , -0.070000
7.560000 , 2.930000 , 13.410000 , 0.137000 , -0.423000 , -0.069000
7.450000 , 2.960000 , 13.290000 , 0.137000 , -0.426000 , -0.067000
7.490000 , 2.920000 , 13.330000 , 0.137000 , -0.421000 , -0.069000
7.440000 , 2.900000 , 13.240000 , 0.137000 , -0.423000 , -0.069000
7.630000 , 3.010000 , 13.300000 , 0.139000 , -0.422000 , -0.072000
7.650000 , 2.980000 , 13.320000 , 0.139000 , -0.426000 , -0.072000
7.550000 , 2.900000 , 13.450000 , 0.139000 , -0.425000 , -0.069000
7.570000 , 2.940000 , 13.430000 , 0.139000 , -0.420000 , -0.070000
7.590000 , 2.980000 , 13.560000 , 0.140000 , -0.421000 , -0.070000
7.590000 , 3.010000 , 13.430000 , 0.138000 , -0.421000 , -0.070000
7.660000 , 3.000000 , 13.270000 , 0.138000 , -0.417000 , -0.071000
7.500000 , 2.990000 , 13.250000 , 0.138000 , -0.424000 , -0.070000
7.580000 , 3.000000 , 13.380000 , 0.138000 , -0.421000 , -0.072000
7.540000 , 2.960000 , 13.200000 , 0.136000 , -0.425000 , -0.071000
7.570000 , 2.990000 , 13.280000 , 0.138000 , -0.426000 , -0.071000
7.600000 , 3.000000 , 13.620000 , 0.143000 , -0.424000 , -0.072000
7.580000 , 2.980000 , 13.380000 , 0.140000 , -0.424000 , -0.073000
7.520000 , 2.990000 , 13.360000 , 0.138000 , -0.425000 , -0.073000
7.570000 , 2.970000 , 13.170000 , 0.136000 , -0.420000 , -0.071000
7.520000 , 2.930000 , 13.280000 , 0.136000 , -0.425000 , -0.069000
7.620000 , 2.950000 , 13.160000 , 0.136000 , -0.421000 , -0.072000
7.580000 , 2.950000 , 13.160000 , 0.137000 , -0.423000 , -0.072000
7.660000 , 2.940000 , 13.390000 , 0.139000 , -0.420000 , -0.072000
7.530000 , 2.960000 , 13.170000 , 0.136000 , -0.424000 , -0.071000
7.610000 , 2.980000 , 13.280000 , 0.136000 , -0.421000 , -0.072000
7.610000 , 2.970000 , 13.410000 , 0.137000 , -0.422000 , -0.072000
7.570000 , 2.980000 , 13.200000 , 0.135000 , -0.423000 , -0.071000
7.600000 , 2.960000 , 13.210000 , 0.136000 , -0.425000 , -0.072000
7.540000 , 2.900000 , 13.360000 , 0.138000 , -0.425000 , -0.069000
7.490000 , 2.910000 , 13.310000 , 0.138000 , -0.427000 , -0.068000
7.630000 , 2.940000 , 13.370000 , 0.139000 , -0.422000 , -0.071000
7.540000 , 2.950000 , 13.300000 , 0.138000 , -0.424000 , -0.071000
7.570000 , 2.940000 , 13.430000 , 0.137000 , -0.423000 , -0.070000
7.560000 , 2.970000 , 13.390000 , 0.138000 , -0.423000 , -0.071000
7.510000 , 2.980000 , 13.360000 , 0.138000 , -0.425000 , -0.071000
7.520000 , 2.920000 , 13.340000 , 0.136000 , -0.427000 , -0.070000
7.650000 , 2.920000 , 13.330000 , 0.135000 , -0.422000 , -0.071000
7.730000 , 2.940000 , 13.290000 , 0.137000 , -0.420000 , -0.071000
7.560000 , 2.890000 , 13.290000 , 0.136000 , -0.424000 , -0.069000
7.510000 , 2.920000 , 13.380000 , 0.137000 , -0.423000 , -0.068000
7.560000 , 2.990000 , 13.280000 , 0.138000 , -0.423000 , -0.070000
7.600000 , 3.000000 , 13.370000 , 0.139000 , -0.422000 , -0.072000
7.600000 , 3.010000 , 13.220000 , 0.137000 , -0.422000 , -0.072000
7.650000 , 2.960000 , 13.350000 , 0.138000 , -0.423000 , -0.072000
7.450000 , 2.880000 , 13.250000 , 0.136000 , -0.429000 , -0.068000
7.570000 , 2.950000 , 13.340000 , 0.138000 , -0.419000 , -0.070000
7.580000 , 3.020000 , 13.280000 , 0.139000 , -0.422000 , -0.071000
7.580000 , 2.980000 , 13.590000 , 0.142000 , -0.425000 , -0.071000
7.520000 , 2.960000 , 13.280000 , 0.138000 , -0.427000 , -0.071000
7.570000 , 2.920000 , 13.460000 , 0.137000 , -0.424000 , -0.073000
7.620000 , 2.930000 , 13.320000 , 0.136000 , -0.421000 , -0.071000
7.680000 , 2.930000 , 13.240000 , 0.137000 , -0.421000 , -0.070000
7.620000 , 2.940000 , 13.320000 , 0.136000 , -0.427000 , -0.070000
7.590000 , 3.030000 , 13.160000 , 0.136000 , -0.425000 , -0.070000
7.490000 , 3.020000 , 13.210000 , 0.138000 , -0.426000 , -0.070000
7.450000 , 2.990000 , 13.190000 , 0.137000 , -0.427000 , -0.070000
7.520000 , 3.010000 , 13.320000 , 0.138000 , -0.425000 , -0.071000
7.580000 , 3.000000 , 13.290000 , 0.139000 , -0.424000 , -0.071000
7.560000 , 2.980000 , 13.210000 , 0.137000 , -0.425000 , -0.069000
7.570000 , 2.950000 , 13.450000 , 0.137000 , -0.424000 , -0.069000
7.570000 , 2.930000 , 13.330000 , 0.136000 , -0.423000 , -0.069000
7.500000 , 2.910000 , 13.280000 , 0.136000 , -0.427000 , -0.069000
7.560000 , 2.940000 , 13.280000 , 0.136000 , -0.427000 , -0.071000
7.700000 , 2.980000 , 13.350000 , 0.138000 , -0.421000 , -0.072000
7.510000 , 2.910000 , 13.290000 , 0.137000 , -0.423000 , -0.069000
7.430000 , 2.900000 , 13.320000 , 0.136000 , -0.424000 , -0.068000
7.500000 , 2.970000 , 13.450000 , 0.137000 , -0.426000 , -0.069000
7.620000 , 2.970000 , 13.380000 , 0.138000 , -0.426000 , -0.070000
7.510000 , 2.950000 , 13.350000 , 0.139000 , -0.430000 , -0.069000
7.560000 , 2.970000 , 13.340000 , 0.138000 , -0.425000 , -0.070000
7.550000 , 2.980000 , 13.250000 , 0.137000 , -0.424000 , -0.071000
7.500000 , 2.980000 , 13.090000 , 0.135000 , -0.426000 , -0.071000
7.480000 , 2.950000 , 13.440000 , 0.139000 , -0.425000 , -0.072000
7.620000 , 2.940000 , 13.330000 , 0.136000 , -0.419000 , -0.072000
7.580000 , 2.960000 , 13.250000 , 0.136000 , -0.424000 , -0.071000
7.560000 , 2.950000 , 13.250000 , 0.135000 , -0.426000 , -0.071000
7.510000 , 2.940000 , 13.460000 , 0.138000 , -0.427000 , -0.070000
7.670000 , 2.970000 , 13.260000 , 0.138000 , -0.420000 , -0.072000
7.540000 , 2.970000 , 13.270000 , 0.138000 , -0.426000 , -0.071000
7.640000 , 2.990000 , 13.300000 , 0.138000 , -0.420000 , -0.072000
7.500000 , 2.990000 , 13.370000 , 0.139000 , -0.424000 , -0.071000
7.510000 , 3.000000 , 13.270000 , 0.139000 , -0.425000 , -0.070000
7.730000 , 3.010000 , 13.270000 , 0.139000 , -0.417000 , -0.072000
7.500000 , 2.970000 , 13.290000 , 0.137000 , -0.427000 , -0.070000
7.580000 , 2.970000 , 13.210000 , 0.136000 , -0.423000 , -0.071000
7.540000 , 2.970000 , 13.290000 , 0.136000 , -0.425000 , -0.070000
7.540000 , 2.970000 , 13.290000 , 0.136000 , -0.425000 , -0.070000
7.520000 , 2.970000 , 13.280000 , 0.139000 , -0.428000 , -0.070000
7.600000 , 2.970000 , 13.370000 , 0.140000 , -0.426000 , -0.070000
7.620000 , 2.990000 , 13.340000 , 0.140000 , -0.423000 , -0.070000
7.560000 , 3.000000 , 13.290000 , 0.139000 , -0.424000 , -0.070000
7.430000 , 3.000000 , 13.300000 , 0.140000 , -0.428000 , -0.069000
7.490000 , 3.010000 , 13.340000 , 0.139000 , -0.429000 , -0.070000
7.570000 , 3.010000 , 13.440000 , 0.138000 , -0.425000 , -0.071000
7.480000 , 3.000000 , 13.370000 , 0.139000 , -0.427000 , -0.071000
7.680000 , 3.000000 , 13.250000 , 0.137000 , -0.418000 , -0.072000
7.640000 , 3.000000 , 13.330000 , 0.138000 , -0.420000 , -0.072000
7.490000 , 2.980000 , 13.260000 , 0.139000 , -0.428000 , -0.070000
7.690000 , 3.050000 , 13.140000 , 0.138000 , -0.422000 , -0.073000
7.620000 , 3.060000 , 13.430000 , 0.141000 , -0.426000 , -0.073000
7.620000 , 3.050000 , 13.260000 , 0.139000 , -0.426000 , -0.072000
7.610000 , 3.050000 , 13.400000 , 0.139000 , -0.426000 , -0.072000
7.520000 , 3.000000 , 13.320000 , 0.137000 , -0.426000 , -0.070000
7.480000 , 3.020000 , 13.440000 , 0.139000 , -0.426000 , -0.070000
7.470000 , 3.030000 , 13.320000 , 0.138000 , -0.426000 , -0.071000
7.460000 , 2.980000 , 13.200000 , 0.137000 , -0.429000 , -0.070000
7.630000 , 2.970000 , 13.360000 , 0.138000 , -0.421000 , -0.070000
7.550000 , 2.970000 , 13.370000 , 0.138000 , -0.424000 , -0.069000
7.450000 , 2.930000 , 13.430000 , 0.139000 , -0.427000 , -0.070000
7.420000 , 2.940000 , 13.220000 , 0.136000 , -0.426000 , -0.070000
7.490000 , 2.940000 , 13.400000 , 0.137000 , -0.422000 , -0.070000
7.380000 , 2.930000 , 13.240000 , 0.136000 , -0.428000 , -0.069000
7.500000 , 2.960000 , 13.290000 , 0.138000 , -0.426000 , -0.070000
7.530000 , 2.910000 , 13.370000 , 0.139000 , -0.430000 , -0.069000
7.560000 , 2.860000 , 13.330000 , 0.139000 , -0.428000 , -0.070000
7.530000 , 2.910000 , 13.280000 , 0.137000 , -0.423000 , -0.071000
7.620000 , 2.960000 , 13.500000 , 0.138000 , -0.420000 , -0.071000
7.560000 , 2.970000 , 13.340000 , 0.137000 , -0.425000 , -0.070000
7.570000 , 2.970000 , 13.340000 , 0.139000 , -0.424000 , -0.071000
7.540000 , 2.970000 , 13.340000 , 0.140000 , -0.426000 , -0.070000
7.630000 , 2.980000 , 13.450000 , 0.140000 , -0.424000 , -0.070000
7.540000 , 3.000000 , 13.460000 , 0.141000 , -0.428000 , -0.069000
7.510000 , 2.990000 , 13.180000 , 0.139000 , -0.429000 , -0.069000
7.560000 , 2.960000 , 13.440000 , 0.139000 , -0.426000 , -0.070000
7.560000 , 2.950000 , 13.360000 , 0.138000 , -0.426000 , -0.070000
7.440000 , 3.000000 , 13.240000 , 0.138000 , -0.429000 , -0.070000
7.550000 , 3.010000 , 13.210000 , 0.137000 , -0.423000 , -0.071000
7.400000 , 3.020000 , 13.210000 , 0.138000 , -0.428000 , -0.070000
7.410000 , 2.970000 , 13.270000 , 0.136000 , -0.424000 , -0.069000
7.480000 , 2.910000 , 13.260000 , 0.136000 , -0.424000 , -0.070000
7.600000 , 2.980000 , 13.320000 , 0.138000 , -0.424000 , -0.071000
7.550000 , 3.030000 , 13.410000 , 0.141000 , -0.425000 , -0.070000
7.550000 , 3.050000 , 13.340000 , 0.140000 , -0.426000 , -0.070000
7.530000 , 3.020000 , 13.490000 , 0.140000 , -0.428000 , -0.070000
7.490000 , 3.010000 , 13.260000 , 0.139000 , -0.429000 , -0.069000
7.550000 , 3.010000 , 13.250000 , 0.137000 , -0.423000 , -0.071000
7.540000 , 3.000000 , 13.240000 , 0.136000 , -0.420000 , -0.072000
7.490000 , 2.990000 , 13.330000 , 0.136000 , -0.422000 , -0.071000
7.550000 , 3.010000 , 13.180000 , 0.136000 , -0.419000 , -0.071000
7.600000 , 2.970000 , 13.230000 , 0.137000 , -0.420000 , -0.070000
7.500000 , 2.890000 , 13.460000 , 0.138000 , -0.424000 , -0.069000
7.530000 , 2.880000 , 13.330000 , 0.136000 , -0.423000 , -0.069000
7.620000 , 2.940000 , 13.280000 , 0.136000 , -0.422000 , -0.070000
7.590000 , 2.950000 , 13.320000 , 0.137000 , -0.424000 , -0.071000
7.590000 , 2.970000 , 13.300000 , 0.137000 , -0.424000 , -0.070000
7.630000 , 2.970000 , 13.330000 , 0.136000 , -0.423000 , -0.070000
7.580000 , 2.940000 , 13.310000 , 0.136000 , -0.424000 , -0.070000
7.480000 , 2.950000 , 13.370000 , 0.138000 , -0.427000 , -0.070000
7.550000 , 2.930000 , 13.410000 , 0.138000 , -0.422000 , -0.070000
7.600000 , 2.890000 , 13.460000 , 0.137000 , -0.420000 , -0.070000
7.530000 , 2.840000 , 13.440000 , 0.137000 , -0.424000 , -0.069000
7.470000 , 2.840000 , 13.380000 , 0.136000 , -0.424000 , -0.069000
7.540000 , 2.890000 , 13.380000 , 0.137000 , -0.423000 , -0.071000
7.640000 , 2.910000 , 13.340000 , 0.136000 , -0.420000 , -0.072000
7.590000 , 2.950000 , 13.390000 , 0.138000 , -0.423000 , -0.070000
7.630000 , 2.980000 , 13.320000 , 0.137000 , -0.420000 , -0.071000
7.560000 , 2.950000 , 13.180000 , 0.135000 , -0.420000 , -0.071000
7.490000 , 2.950000 , 13.180000 , 0.136000 , -0.422000 , -0.070000
7.640000 , 2.960000 , 13.330000 , 0.137000 , -0.416000 , -0.071000
7.500000 , 2.950000 , 13.240000 , 0.136000 , -0.424000 , -0.069000
7.520000 , 2.950000 , 13.270000 , 0.137000 , -0.425000 , -0.070000
7.660000 , 2.930000 , 13.390000 , 0.136000 , -0.420000 , -0.071000
7.480000 , 2.940000 , 13.390000 , 0.136000 , -0.426000 , -0.070000
7.530000 , 2.980000 , 13.410000 , 0.136000 , -0.422000 , -0.070000
7.530000 , 2.970000 , 13.370000 , 0.137000 , -0.422000 , -0.071000
7.570000 , 2.960000 , 13.240000 , 0.137000 , -0.420000 , -0.071000
7.580000 , 2.990000 , 13.200000 , 0.136000 , -0.420000 , -0.071000
7.620000 , 2.960000 , 13.460000 , 0.139000 , -0.422000 , -0.071000
7.510000 , 2.910000 , 13.090000 , 0.134000 , -0.424000 , -0.069000
7.600000 , 2.900000 , 13.350000 , 0.137000 , -0.420000 , -0.069000
7.480000 , 2.920000 , 13.380000 , 0.137000 , -0.425000 , -0.068000
7.510000 , 2.940000 , 13.350000 , 0.136000 , -0.423000 , -0.069000
7.620000 , 2.980000 , 13.340000 , 0.137000 , -0.420000 , -0.071000
7.610000 , 2.970000 , 13.330000 , 0.137000 , -0.421000 , -0.071000
7.380000 , 2.900000 , 13.300000 , 0.135000 , -0.429000 , -0.069000
7.570000 , 2.890000 , 13.250000 , 0.135000 , -0.420000 , -0.069000
7.550000 , 2.930000 , 13.370000 , 0.137000 , -0.426000 , -0.070000
7.650000 , 2.960000 , 13.150000 , 0.135000 , -0.423000 , -0.071000
7.520000 , 2.890000 , 13.220000 , 0.136000 , -0.425000 , -0.070000
7.520000 , 2.860000 , 13.270000 , 0.137000 , -0.425000 , -0.069000
7.540000 , 2.880000 , 13.200000 , 0.136000 , -0.426000 , -0.071000
7.570000 , 2.910000 , 13.120000 , 0.135000 , -0.424000 , -0.072000
7.630000 , 2.940000 , 13.310000 , 0.137000 , -0.422000 , -0.071000
7.530000 , 2.950000 , 13.420000 , 0.139000 , -0.427000 , -0.070000
7.580000 , 2.940000 , 13.180000 , 0.135000 , -0.424000 , -0.071000
7.700000 , 2.940000 , 13.290000 , 0.136000 , -0.420000 , -0.072000
7.530000 , 2.920000 , 13.260000 , 0.137000 , -0.427000 , -0.071000
7.520000 , 2.910000 , 13.350000 , 0.137000 , -0.426000 , -0.071000
7.640000 , 2.960000 , 13.190000 , 0.135000 , -0.424000 , -0.071000
7.680000 , 2.950000 , 13.370000 , 0.137000 , -0.426000 , -0.071000
7.570000 , 2.930000 , 13.350000 , 0.139000 , -0.431000 , -0.070000
7.630000 , 2.980000 , 13.290000 , 0.137000 , -0.423000 , -0.071000
7.630000 , 2.980000 , 13.440000 , 0.139000 , -0.419000 , -0.072000
7.480000 , 2.970000 , 13.290000 , 0.139000 , -0.425000 , -0.071000
7.580000 , 3.000000 , 13.300000 , 0.138000 , -0.423000 , -0.070000
7.570000 , 2.990000 , 13.180000 , 0.137000 , -0.427000 , -0.069000
7.700000 , 2.950000 , 13.090000 , 0.135000 , -0.422000 , -0.070000
7.500000 , 2.950000 , 13.140000 , 0.136000 , -0.428000 , -0.070000
7.520000 , 2.980000 , 13.380000 , 0.139000 , -0.425000 , -0.071000
7.520000 , 3.000000 , 13.300000 , 0.139000 , -0.425000 , -0.071000
7.590000 , 3.010000 , 13.380000 , 0.140000 , -0.423000 , -0.072000
7.500000 , 2.980000 , 13.340000 , 0.138000 , -0.428000 , -0.072000
7.600000 , 2.960000 , 13.280000 , 0.136000 , -0.424000 , -0.072000
7.570000 , 2.980000 , 13.280000 , 0.137000 , -0.424000 , -0.072000
7.550000 , 2.970000 , 13.310000 , 0.138000 , -0.423000 , -0.071000
7.520000 , 2.930000 , 13.300000 , 0.138000 , -0.424000 , -0.071000
7.600000 , 2.940000 , 13.260000 , 0.137000 , -0.424000 , -0.072000
7.570000 , 2.960000 , 13.130000 , 0.135000 , -0.426000 , -0.073000
7.580000 , 2.950000 , 13.290000 , 0.136000 , -0.424000 , -0.071000
7.580000 , 2.930000 , 13.450000 , 0.137000 , -0.423000 , -0.070000
7.590000 , 2.970000 , 13.230000 , 0.137000 , -0.427000 , -0.071000
7.630000 , 3.000000 , 13.320000 , 0.138000 , -0.429000 , -0.072000
7.630000 , 2.960000 , 13.340000 , 0.138000 , -0.426000 , -0.071000
7.450000 , 2.950000 , 13.450000 , 0.139000 , -0.429000 , -0.070000
7.670000 , 3.000000 , 13.440000 , 0.139000 , -0.419000 , -0.073000
7.510000 , 3.000000 , 13.260000 , 0.138000 , -0.428000 , -0.071000
7.570000 , 2.970000 , 13.270000 , 0.138000 , -0.427000 , -0.071000
7.570000 , 2.960000 , 13.310000 , 0.138000 , -0.426000 , -0.070000
7.600000 , 2.970000 , 13.270000 , 0.136000 , -0.425000 , -0.071000
7.660000 , 3.000000 , 13.410000 , 0.137000 , -0.422000 , -0.072000
7.590000 , 3.010000 , 13.370000 , 0.138000 , -0.421000 , -0.071000
7.410000 , 3.000000 , 13.470000 , 0.140000 , -0.427000 , -0.069000
7.570000 , 3.020000 , 13.330000 , 0.138000 , -0.420000 , -0.070000
7.540000 , 2.970000 , 13.410000 , 0.139000 , -0.424000 , -0.070000
7.600000 , 2.960000 , 13.240000 , 0.137000 , -0.426000 , -0.071000
7.570000 , 3.020000 , 13.300000 , 0.137000 , -0.425000 , -0.071000
7.610000 , 3.060000 , 13.330000 , 0.138000 , -0.421000 , -0.071000
7.540000 , 3.050000 , 13.370000 , 0.139000 , -0.425000 , -0.071000
7.540000 , 3.040000 , 13.450000 , 0.142000 , -0.425000 , -0.070000
7.530000 , 2.990000 , 13.270000 , 0.139000 , -0.426000 , -0.070000
7.550000 , 2.980000 , 13.290000 , 0.138000 , -0.427000 , -0.070000
7.550000 , 2.990000 , 13.440000 , 0.140000 , -0.427000 , -0.070000
7.490000 , 3.000000 , 13.420000 , 0.140000 , -0.429000 , -0.070000
7.520000 , 3.030000 , 13.440000 , 0.141000 , -0.427000 , -0.070000
7.490000 , 3.080000 , 13.400000 , 0.143000 , -0.429000 , -0.071000
7.570000 , 3.110000 , 13.380000 , 0.142000 , -0.424000 , -0.072000
7.540000 , 3.080000 , 13.360000 , 0.140000 , -0.424000 , -0.071000
7.580000 , 3.010000 , 13.390000 , 0.138000 , -0.426000 , -0.071000
7.650000 , 2.940000 , 13.410000 , 0.137000 , -0.422000 , -0.069000
7.480000 , 2.930000 , 13.550000 , 0.139000 , -0.425000 , -0.068000
7.540000 , 2.980000 , 13.260000 , 0.138000 , -0.424000 , -0.071000
7.480000 , 3.010000 , 13.370000 , 0.141000 , -0.427000 , -0.072000
7.420000 , 2.960000 , 13.380000 , 0.140000 , -0.426000 , -0.069000
7.520000 , 2.880000 , 13.300000 , 0.137000 , -0.423000 , -0.068000
7.570000 , 2.880000 , 13.260000 , 0.137000 , -0.424000 , -0.069000
7.460000 , 2.960000 , 13.420000 , 0.140000 , -0.427000 , -0.069000
7.460000 , 3.020000 , 13.250000 , 0.139000 , -0.425000 , -0.070000
7.640000 , 3.010000 , 13.440000 , 0.139000 , -0.420000 , -0.072000
7.630000 , 2.960000 , 13.380000 , 0.138000 , -0.418000 , -0.072000
7.410000 , 2.910000 , 13.340000 , 0.138000 , -0.424000 , -0.069000
7.510000 , 2.910000 , 13.360000 , 0.138000 , -0.424000 , -0.071000
7.590000 , 2.950000 , 13.290000 , 0.138000 , -0.425000 , -0.072000
7.590000 , 2.970000 , 13.350000 , 0.140000 , -0.426000 , -0.072000
7.570000 , 2.990000 , 13.340000 , 0.139000 , -0.425000 , -0.072000
7.560000 , 2.980000 , 13.350000 , 0.139000 , -0.425000 , -0.071000
7.550000 , 2.970000 , 13.180000 , 0.137000 , -0.423000 , -0.070000
7.460000 , 2.970000 , 13.340000 , 0.137000 , -0.427000 , -0.070000
7.530000 , 2.950000 , 13.470000 , 0.137000 , -0.426000 , -0.070000
7.510000 , 2.930000 , 13.270000 , 0.135000 , -0.428000 , -0.069000
7.660000 , 2.950000 , 13.290000 , 0.137000 , -0.422000 , -0.071000
7.520000 , 2.970000 , 13.220000 , 0.137000 , -0.426000 , -0.070000
7.570000 , 2.950000 , 13.390000 , 0.139000 , -0.425000 , -0.070000
7.580000 , 2.960000 , 13.340000 , 0.140000 , -0.425000 , -0.070000
7.580000 , 2.980000 , 13.350000 , 0.139000 , -0.424000 , -0.071000
7.560000 , 2.990000 , 13.400000 , 0.139000 , -0.423000 , -0.071000
7.630000 , 2.980000 , 13.140000 , 0.136000 , -0.422000 , -0.071000
7.540000 , 2.940000 , 13.290000 , 0.138000 , -0.429000 , -0.070000
7.610000 , 2.970000 , 13.210000 , 0.137000 , -0.425000 , -0.072000
7.480000 , 2.980000 , 13.400000 , 0.139000 , -0.427000 , -0.070000
7.670000 , 2.990000 , 13.230000 , 0.138000 , -0.417000 , -0.071000
7.540000 , 2.960000 , 13.370000 , 0.138000 , -0.424000 , -0.070000
7.630000 , 2.930000 , 13.350000 , 0.137000 , -0.423000 , -0.070000
7.510000 , 2.940000 , 13.390000 , 0.139000 , -0.431000 , -0.070000
7.680000 , 2.970000 , 13.490000 , 0.141000 , -0.423000 , -0.072000
7.640000 , 3.020000 , 13.270000 , 0.138000 , -0.424000 , -0.071000
7.570000 , 3.040000 , 13.320000 , 0.139000 , -0.427000 , -0.070000
7.560000 , 3.020000 , 13.240000 , 0.138000 , -0.426000 , -0.071000
7.670000 , 3.000000 , 13.170000 , 0.137000 , -0.421000 , -0.072000
7.560000 , 2.950000 , 13.310000 , 0.138000 , -0.425000 , -0.071000
7.450000 , 2.900000 , 13.320000 , 0.136000 , -0.427000 , -0.069000
7.550000 , 2.890000 , 13.310000 , 0.135000 , -0.423000 , -0.071000
7.620000 , 2.900000 , 13.250000 , 0.136000 , -0.423000 , -0.072000
7.620000 , 2.930000 , 13.190000 , 0.136000 , -0.426000 , -0.071000
7.610000 , 2.970000 , 13.520000 , 0.139000 , -0.427000 , -0.071000
7.560000 , 2.990000 , 13.340000 , 0.137000 , -0.425000 , -0.072000
7.620000 , 2.980000 , 13.310000 , 0.136000 , -0.421000 , -0.072000
7.560000 , 2.990000 , 13.340000 , 0.138000 , -0.426000 , -0.072000
7.540000 , 3.000000 , 13.240000 , 0.138000 , -0.428000 , -0.071000
7.570000 , 3.000000 , 13.110000 , 0.137000 , -0.426000 , -0.070000
7.600000 , 2.970000 , 13.310000 , 0.138000 , -0.423000 , -0.071000
